Event,Macropulse,Width,Timestamp,Material Thickness
165,16.578,12.7,31700.0,NaN
166,16.678,13.2,29600.0,NaN
167,16.778,12.9,32100.0,NaN
168,16.878,13.1,29100.0,NaN
169,16.978,13.2,34600.0,NaN
170,17.078,13.2,29900.0,NaN
171,17.178,13.0,29600.0,NaN
172,17.278,13.4,32000.0,NaN
173,17.377,13.4,30500.0,NaN
174,17.477,13.0,29500.0,NaN
175,17.577,13.7,29200.0,NaN
176,17.677,13.0,31200.0,NaN
177,17.777,13.8,29700.0,NaN
178,17.877,12.7,28800.0,NaN
179,17.977,12.9,30900.0,NaN
180,18.077,13.1,29600.0,NaN
181,18.177,13.7,32500.0,NaN
182,18.277,13.7,28700.0,NaN
183,18.377,12.7,31100.0,NaN
184,18.477,13.6,29100.0,NaN
185,18.577,13.4,28000.0,NaN
186,18.677,13.7,28800.0,NaN
187,18.777,13.4,28200.0,NaN
188,18.877,12.8,29700.0,NaN
189,18.977,13.1,28400.0,NaN
190,19.077,13.8,29800.0,NaN
191,19.177,13.5,30700.0,NaN
192,19.277,14.2,29000.0,NaN
193,19.377,13.5,30100.0,NaN
194,19.477,10.3,31900.0,NaN
195,19.577,8.76,42100.0,NaN
196,19.677,9.26,47100.0,NaN
197,19.777,9.3,45500.0,NaN
198,19.877,8.57,40500.0,NaN
199,19.977,9.18,41600.0,NaN
200,20.077,9.18,41900.0,NaN
201,20.177,8.93,43800.0,NaN
202,20.277,8.85,42900.0,NaN
203,20.377,9.42,39900.0,NaN
204,20.477,9.09,40700.0,NaN
205,20.577,8.97,45600.0,NaN
206,20.677,9.09,46200.0,NaN
207,20.777,8.8,41900.0,NaN
208,20.877,8.92,42700.0,NaN
209,20.977,9.17,40900.0,NaN
210,21.077,9.22,42600.0,NaN
211,21.177,9.16,41200.0,NaN
212,21.277,9.08,41900.0,NaN
213,21.377,9.02,42800.0,NaN
214,21.477,9.26,45400.0,NaN
215,21.577,9.16,41100.0,NaN
216,21.677,8.95,41900.0,NaN
217,21.705,9.32,47200.0,NaN
218,21.877,9.35,42800.0,NaN
219,21.978,8.67,38700.0,NaN
220,22.078,9.28,41800.0,NaN
221,22.178,8.75,39900.0,NaN
222,22.278,8.68,40300.0,NaN
223,22.378,9.58,40400.0,NaN
224,22.478,9.94,36900.0,NaN
225,22.578,10.2,39000.0,NaN
226,22.678,9.96,37000.0,NaN
227,22.778,10.1,35000.0,NaN
228,22.878,10.2,35100.0,NaN
229,22.978,9.83,36600.0,NaN
230,23.078,9.46,39900.0,NaN
231,23.178,10.1,38100.0,NaN
232,23.278,10.3,39300.0,NaN
233,23.378,10.1,41100.0,NaN
234,23.478,10.2,37900.0,NaN
235,23.578,10.2,37400.0,NaN
236,23.678,10.3,38600.0,NaN
237,23.778,10.5,38000.0,NaN
238,23.878,9.34,37600.0,NaN
239,23.978,8.91,39400.0,NaN
240,24.078,8.51,43800.0,NaN
241,24.178,7.91,40700.0,NaN
242,24.278,7.75,43800.0,NaN
243,24.378,7.81,43700.0,NaN
244,24.478,8.0,44000.0,NaN
245,24.578,7.95,44900.0,NaN
246,24.678,7.88,42700.0,NaN
247,24.778,8.08,49200.0,NaN
248,24.878,8.16,43500.0,NaN
249,24.978,7.91,43300.0,NaN
250,25.078,8.29,44600.0,NaN
251,25.178,8.08,42500.0,NaN
252,25.278,8.06,41600.0,NaN
253,25.378,8.25,41900.0,NaN
254,25.435,7.86,42300.0,NaN
255,25.578,8.27,44900.0,NaN
256,25.678,8.34,44800.0,NaN
257,25.778,8.48,44700.0,NaN
258,25.878,7.9,43100.0,NaN
259,25.978,8.1,44400.0,NaN
260,26.078,8.12,42300.0,NaN
261,26.178,8.45,42700.0,NaN
262,26.278,7.85,41500.0,NaN
263,26.378,7.98,47200.0,NaN
264,26.478,7.76,46400.0,NaN
265,26.578,8.11,42000.0,NaN
266,26.678,7.87,41500.0,NaN
267,26.778,7.91,43300.0,NaN
268,26.878,8.16,46400.0,NaN
269,26.978,8.35,46000.0,NaN
270,27.078,7.69,42800.0,NaN
271,27.178,8.05,45000.0,NaN
272,27.278,8.16,43800.0,NaN
273,27.378,8.35,45300.0,NaN
274,27.478,7.85,42200.0,NaN
275,27.578,7.89,42700.0,NaN
276,27.678,8.38,46900.0,NaN
277,27.778,8.19,46500.0,NaN
278,27.878,7.94,47900.0,NaN
279,27.978,8.54,45900.0,NaN
280,28.078,8.55,46100.0,NaN
281,28.171,8.6,41600.0,NaN
282,28.278,8.39,39100.0,NaN
283,28.378,8.69,42700.0,NaN
284,28.478,8.25,42800.0,NaN
285,28.578,8.35,42100.0,NaN
286,28.678,8.33,42200.0,NaN
287,28.778,8.57,44000.0,NaN
288,28.878,8.6,44600.0,NaN
289,28.978,8.33,43300.0,NaN
290,29.078,8.63,44600.0,NaN
291,29.178,8.65,42400.0,NaN
292,29.278,8.38,42100.0,NaN
293,29.378,8.55,44300.0,NaN
294,29.478,8.4,40400.0,NaN
295,29.577,8.54,42800.0,NaN
296,29.677,8.31,46800.0,NaN
297,29.777,8.3,41300.0,NaN
298,29.877,8.62,44400.0,NaN
299,29.977,8.83,45200.0,NaN
300,30.077,8.37,40500.0,NaN
301,30.177,8.39,47700.0,NaN
302,30.277,8.22,39500.0,NaN
303,30.377,8.57,41300.0,NaN
304,30.477,8.53,39800.0,NaN
305,30.577,8.47,42700.0,NaN
306,30.677,8.53,47300.0,NaN
307,30.777,8.34,41900.0,NaN
308,30.877,7.79,46700.0,NaN
309,30.977,7.52,45300.0,NaN
310,31.077,7.62,49800.0,NaN
311,31.177,7.25,48000.0,NaN
312,31.277,7.4,48000.0,NaN
313,31.377,7.38,48500.0,NaN
314,31.477,7.51,51200.0,NaN
315,31.577,7.34,45400.0,NaN
316,31.677,7.45,47900.0,NaN
317,31.777,7.26,42900.0,NaN
318,31.877,7.26,43300.0,NaN
319,31.977,7.52,48000.0,NaN
320,32.077,7.35,45500.0,NaN
321,32.177,7.43,45800.0,NaN
322,32.277,7.45,49100.0,NaN
323,32.377,7.41,45500.0,NaN
324,32.477,7.43,48600.0,NaN
325,32.577,7.56,45200.0,NaN
326,32.677,7.67,49300.0,NaN
327,32.777,7.63,50200.0,NaN
328,32.877,7.47,45300.0,NaN
329,32.977,7.65,49200.0,NaN
330,33.077,7.62,50800.0,NaN
331,33.177,7.64,51400.0,NaN
332,33.277,7.43,48100.0,NaN
333,33.377,7.44,45400.0,NaN
334,33.477,7.35,45900.0,NaN
335,33.577,7.41,45200.0,NaN
336,33.677,7.54,44800.0,NaN
337,33.777,7.66,47500.0,NaN
338,33.877,7.81,46200.0,NaN
339,33.977,7.61,45900.0,NaN
340,34.077,7.5,47900.0,NaN
341,34.177,7.5,43700.0,NaN
342,34.277,7.79,49900.0,NaN
343,34.377,7.56,47500.0,NaN
344,34.477,7.48,44900.0,NaN
345,34.577,7.61,48000.0,NaN
346,34.677,7.53,44500.0,NaN
347,34.777,7.59,46400.0,NaN
348,34.877,7.4,43100.0,NaN
349,34.977,7.58,47200.0,NaN
350,35.077,7.43,43000.0,NaN
351,35.177,7.51,45700.0,NaN
352,35.277,7.67,49300.0,NaN
353,35.377,7.55,49100.0,NaN
354,35.477,7.62,47000.0,NaN
355,35.577,7.77,46000.0,NaN
356,35.677,7.49,44500.0,NaN
357,35.777,7.5,46900.0,NaN
358,35.877,7.53,45200.0,NaN
359,35.977,7.66,48000.0,NaN
360,36.077,7.33,43600.0,NaN
361,36.177,7.57,41600.0,NaN
362,36.277,7.54,48100.0,NaN
363,36.377,7.08,47800.0,NaN
364,36.477,7.17,45300.0,NaN
365,36.577,7.18,48400.0,NaN
366,36.678,7.23,48900.0,NaN
367,36.778,7.01,47200.0,NaN
368,36.878,7.23,52200.0,NaN
369,36.978,7.31,46000.0,NaN
370,37.078,7.3,48900.0,NaN
371,37.178,7.28,46400.0,NaN
372,37.278,7.2,46100.0,NaN
373,37.378,7.23,47400.0,NaN
374,37.478,7.36,48600.0,NaN
375,37.578,7.28,46300.0,NaN
376,37.678,7.27,45400.0,NaN
377,37.778,7.09,45100.0,NaN
378,37.878,7.21,48500.0,NaN
379,37.978,7.18,48800.0,NaN
380,38.078,7.2,45600.0,NaN
381,38.178,7.12,47200.0,NaN
382,38.278,7.05,43600.0,NaN
383,38.378,7.22,48100.0,NaN
384,38.478,7.17,49400.0,NaN
385,38.578,7.08,46500.0,NaN
386,38.678,7.18,48000.0,NaN
387,38.778,7.42,45800.0,NaN
388,38.878,7.09,46600.0,NaN
389,38.978,7.29,47700.0,NaN
390,39.078,7.01,47000.0,NaN
391,39.178,7.1,44500.0,NaN
392,39.278,7.23,47000.0,NaN
393,39.378,7.15,46100.0,NaN
394,39.478,7.11,44100.0,NaN
395,39.578,7.34,44900.0,NaN
396,39.678,6.8,45600.0,NaN
397,39.778,7.09,47000.0,NaN
398,39.878,6.92,46400.0,NaN
399,39.978,7.2,48000.0,NaN
400,40.078,7.26,49700.0,NaN
401,40.178,7.44,46300.0,NaN
402,40.278,7.2,51400.0,NaN
403,40.378,7.2,47300.0,NaN
404,40.478,7.46,46700.0,NaN
405,40.578,7.18,45800.0,NaN
406,40.678,7.21,44200.0,NaN
407,40.778,7.21,50400.0,NaN
408,40.878,7.22,49000.0,NaN
409,40.978,7.16,47200.0,NaN
410,41.078,7.48,49000.0,NaN
411,41.178,7.36,44700.0,NaN
412,41.278,7.27,46500.0,NaN
413,41.378,7.28,46300.0,NaN
414,41.478,7.29,48800.0,NaN
415,41.578,7.17,50100.0,NaN
416,41.678,7.15,46100.0,NaN
417,41.778,6.94,45900.0,NaN
418,41.877,7.16,49500.0,NaN
419,41.977,7.08,48600.0,NaN
420,42.077,7.2,50900.0,NaN
421,42.177,6.8,46200.0,NaN
422,42.277,7.0,43600.0,NaN
423,42.377,7.04,47200.0,NaN
424,42.477,7.21,49000.0,NaN
425,42.577,7.04,45800.0,NaN
426,42.677,6.97,43200.0,NaN
427,42.777,7.26,46900.0,NaN
428,42.877,7.02,49800.0,NaN
429,42.977,6.95,48500.0,NaN
430,43.077,7.1,47200.0,NaN
431,43.177,7.14,47000.0,NaN
432,43.277,7.05,45200.0,NaN
433,43.377,6.91,46100.0,NaN
434,43.477,7.15,47200.0,NaN
435,43.517,7.34,51300.0,NaN
436,43.668,7.09,44500.0,NaN
437,43.777,6.97,48500.0,NaN
438,43.877,7.23,48400.0,NaN
439,43.977,7.24,50800.0,NaN
440,44.077,7.25,48400.0,NaN
441,44.177,6.99,46000.0,NaN
442,44.277,7.07,46700.0,NaN
443,44.377,7.03,49400.0,NaN
444,44.477,7.13,48400.0,NaN
445,44.577,7.01,47000.0,NaN
446,44.677,6.9,46100.0,NaN
447,44.777,7.07,47400.0,NaN
448,44.877,7.39,48600.0,NaN
449,44.977,7.2,48700.0,NaN
450,45.077,6.7,42400.0,NaN
451,45.177,6.99,47600.0,NaN
452,45.277,7.12,46900.0,NaN
453,45.377,7.09,45000.0,NaN
454,45.477,6.94,44000.0,NaN
455,45.577,6.99,48400.0,NaN
456,45.677,7.01,48300.0,NaN
457,45.777,6.83,44700.0,NaN
458,45.877,7.26,48100.0,NaN
459,45.977,7.19,45300.0,NaN
460,46.077,7.04,46500.0,NaN
461,46.177,7.27,49600.0,NaN
462,46.277,7.07,47300.0,NaN
463,46.377,7.08,47000.0,NaN
464,46.477,6.97,47400.0,NaN
465,46.577,7.29,46000.0,NaN
466,46.677,6.96,45300.0,NaN
467,46.777,7.31,52000.0,NaN
468,46.877,7.06,50000.0,NaN
469,46.977,6.93,45000.0,NaN
470,47.077,7.13,48000.0,NaN
471,47.177,6.86,46200.0,NaN
472,47.277,7.15,48700.0,NaN
473,47.377,7.01,47200.0,NaN
474,47.477,7.08,49900.0,NaN
475,47.577,6.95,45700.0,NaN
476,47.677,7.29,46300.0,NaN
477,47.777,6.91,42600.0,NaN
478,47.877,7.13,50700.0,NaN
479,47.977,6.92,49800.0,NaN
480,48.077,7.18,51300.0,NaN
481,48.177,7.07,45500.0,NaN
482,48.277,7.09,48700.0,NaN
483,48.377,7.09,46100.0,NaN
484,48.477,7.24,49300.0,NaN
485,48.577,7.12,49700.0,NaN
486,48.677,7.02,49300.0,NaN
487,48.775,7.11,50200.0,NaN
488,48.835,6.97,46800.0,NaN
489,48.977,7.0,46900.0,NaN
490,49.077,6.93,47400.0,NaN
491,49.177,7.01,43600.0,NaN
492,49.277,7.09,48200.0,NaN
493,49.377,7.15,47900.0,NaN
494,49.477,7.18,50300.0,NaN
495,49.577,7.29,53800.0,NaN
496,49.677,7.21,50900.0,NaN
497,49.777,6.83,49000.0,NaN
498,49.877,7.11,50700.0,NaN
499,49.977,7.18,50600.0,NaN
500,50.077,7.17,47800.0,NaN
501,50.177,7.15,47500.0,NaN
502,50.277,7.13,47400.0,NaN
503,50.377,7.11,50000.0,NaN
504,50.477,7.13,47300.0,NaN
505,50.577,7.24,47400.0,NaN
506,50.677,7.05,45900.0,NaN
507,50.777,7.07,47300.0,NaN
508,50.877,7.18,50700.0,NaN
509,50.977,7.18,48500.0,NaN
510,51.077,7.27,45500.0,NaN
511,51.177,6.81,46200.0,NaN
512,51.277,7.13,47300.0,NaN
513,51.378,6.98,45300.0,NaN
514,51.478,7.11,46600.0,NaN
515,51.578,7.17,48100.0,NaN
516,51.678,6.86,45800.0,NaN
517,51.778,6.85,47500.0,NaN
518,51.878,7.13,52000.0,NaN
519,51.978,7.1,46600.0,NaN
520,52.078,6.98,49500.0,NaN
521,52.178,7.17,48800.0,NaN
522,52.278,6.93,45400.0,NaN
523,52.378,6.95,44100.0,NaN
524,52.478,6.95,45500.0,NaN
525,52.578,7.13,51200.0,NaN
526,52.678,7.0,50000.0,NaN
527,52.778,7.14,49100.0,NaN
528,52.878,7.05,46200.0,NaN
529,52.978,6.98,46600.0,NaN
530,53.078,6.85,45200.0,NaN
531,53.178,7.07,48000.0,NaN
532,53.278,7.16,43500.0,NaN
533,53.378,7.31,47800.0,NaN
534,53.478,7.08,49000.0,NaN
535,53.578,6.93,47500.0,NaN
536,53.678,7.08,49500.0,NaN
537,53.778,6.96,45600.0,NaN
538,53.878,6.94,49300.0,NaN
539,53.978,7.0,48000.0,NaN
540,54.077,7.12,47400.0,NaN
541,54.177,7.09,49000.0,NaN
542,54.277,7.01,47900.0,NaN
543,54.377,7.04,45200.0,NaN
544,54.477,7.14,48600.0,NaN
545,54.577,7.15,47800.0,NaN
546,54.677,6.69,42400.0,NaN
547,54.777,7.25,48700.0,NaN
548,54.877,6.99,46900.0,NaN
549,54.977,7.07,45400.0,NaN
550,55.077,6.97,46200.0,NaN
551,55.177,7.0,42500.0,NaN
552,55.277,7.07,47400.0,NaN
553,55.377,7.09,48000.0,NaN
554,55.477,7.1,49500.0,NaN
555,55.577,7.06,46600.0,NaN
556,55.677,7.14,47600.0,NaN
557,55.777,7.1,46400.0,NaN
558,55.877,7.01,45400.0,NaN
559,55.977,6.91,45300.0,NaN
560,56.077,7.15,49300.0,NaN
561,56.177,7.01,45500.0,NaN
562,56.277,7.02,47200.0,NaN
563,56.377,7.19,50400.0,NaN
564,56.477,7.02,44800.0,NaN
565,56.577,7.1,47000.0,NaN
566,56.677,6.96,43700.0,NaN
567,56.777,6.74,44800.0,NaN
568,56.877,7.04,47000.0,NaN
569,56.977,6.96,45400.0,NaN
570,57.077,7.11,48800.0,NaN
571,57.177,7.18,51400.0,NaN
572,57.277,6.82,46600.0,NaN
573,57.377,6.87,46800.0,NaN
574,57.477,7.05,50900.0,NaN
575,57.577,7.04,46800.0,NaN
576,57.677,7.09,47400.0,NaN
577,57.777,7.03,46000.0,NaN
578,57.877,6.93,45800.0,NaN
579,57.977,6.85,47800.0,NaN
580,58.077,7.07,48100.0,NaN
581,58.177,7.08,44200.0,NaN
582,58.277,7.09,47800.0,NaN
583,58.377,7.14,46700.0,NaN
584,58.477,7.05,48600.0,NaN
585,58.577,7.22,48600.0,NaN
586,58.677,7.12,48900.0,NaN
587,58.777,6.98,46800.0,NaN
588,58.877,7.33,48300.0,NaN
589,58.977,6.9,48000.0,NaN
590,59.077,7.06,47400.0,NaN
591,59.177,7.03,45600.0,NaN
592,59.277,7.14,47000.0,NaN
593,59.377,7.11,46900.0,NaN
594,59.477,6.87,44200.0,NaN
595,59.577,6.82,46600.0,NaN
596,59.677,7.01,48800.0,NaN
597,59.777,7.15,46800.0,NaN
598,59.877,7.07,47500.0,NaN
599,59.977,7.14,49200.0,NaN
600,60.077,7.0,46000.0,NaN
601,60.177,7.23,49700.0,NaN
602,60.277,7.09,47600.0,NaN
603,60.377,6.98,48100.0,NaN
604,60.477,7.0,47500.0,NaN
605,60.577,7.13,45600.0,NaN
606,60.677,7.18,49200.0,NaN
607,60.777,6.99,46500.0,NaN
608,60.877,7.1,48900.0,NaN
609,60.977,7.09,48800.0,NaN
610,61.077,7.11,47700.0,NaN
611,61.177,7.23,47600.0,NaN
612,61.277,7.08,47200.0,NaN
613,61.377,7.23,50700.0,NaN
614,61.477,7.21,49700.0,NaN
615,61.569,7.04,45500.0,NaN
616,61.677,7.21,44500.0,NaN
617,61.777,7.08,48100.0,NaN
618,61.877,7.24,48800.0,NaN
619,61.977,7.11,46500.0,NaN
620,62.077,7.02,49900.0,NaN
621,62.177,6.95,47400.0,NaN
622,62.277,7.08,49100.0,NaN
623,62.377,7.29,49900.0,NaN
624,62.477,6.88,48000.0,NaN
625,62.577,6.85,45700.0,NaN
626,62.677,7.15,47600.0,NaN
627,62.777,7.21,51000.0,NaN
628,62.877,6.94,43800.0,NaN
629,62.977,7.07,45400.0,NaN
630,63.077,7.11,48300.0,NaN
631,63.177,6.99,44600.0,NaN
632,63.277,7.01,47400.0,NaN
633,63.377,7.26,50300.0,NaN
634,63.477,7.22,51400.0,NaN
635,63.577,7.09,48600.0,NaN
636,63.677,7.01,46600.0,NaN
637,63.777,7.08,47800.0,NaN
638,63.877,7.06,49000.0,NaN
639,63.977,7.24,48900.0,NaN
640,64.077,7.07,48900.0,NaN
641,64.177,7.03,45400.0,NaN
642,64.277,6.86,44900.0,NaN
643,64.377,7.3,46000.0,NaN
644,64.477,7.14,49200.0,NaN
645,64.577,7.03,46500.0,NaN
646,64.677,7.2,51800.0,NaN
647,64.777,7.18,49500.0,NaN
648,64.877,7.36,54000.0,NaN
649,64.977,6.87,45900.0,NaN
650,65.077,7.13,44200.0,NaN
651,65.177,6.94,45600.0,NaN
652,65.277,7.09,52400.0,NaN
653,65.377,6.71,45300.0,NaN
654,65.477,7.17,49200.0,NaN
655,65.577,7.05,46200.0,NaN
656,65.677,7.06,44700.0,NaN
657,65.777,6.95,47500.0,NaN
658,65.877,6.96,47200.0,NaN
659,65.978,7.11,48000.0,NaN
660,66.078,7.15,47400.0,NaN
661,66.178,7.08,48900.0,NaN
662,66.277,7.08,47300.0,NaN
663,66.377,7.11,46600.0,NaN
664,66.477,6.96,46300.0,NaN
665,66.577,7.02,46500.0,NaN
666,66.677,6.98,45500.0,NaN
667,66.777,7.04,48800.0,NaN
668,66.877,7.07,47700.0,NaN
669,66.977,7.13,48600.0,NaN
670,67.077,7.0,46900.0,NaN
671,67.177,7.09,46200.0,NaN
672,67.277,6.98,46400.0,NaN
673,67.377,7.11,47900.0,NaN
674,67.477,6.86,45400.0,NaN
675,67.577,7.02,47400.0,NaN
676,67.677,6.9,47300.0,NaN
677,67.777,7.0,45600.0,NaN
678,67.877,7.12,47600.0,NaN
679,67.977,6.96,47100.0,NaN
680,68.077,7.06,45700.0,NaN
681,68.177,7.11,48500.0,NaN
682,68.277,6.93,49400.0,NaN
683,68.377,7.03,46300.0,NaN
684,68.477,7.01,46700.0,NaN
685,68.577,6.95,46100.0,NaN
686,68.677,7.0,49200.0,NaN
687,68.777,7.18,46100.0,NaN
688,68.877,6.9,48000.0,NaN
689,68.977,7.3,50200.0,NaN
690,69.077,6.85,42500.0,NaN
691,69.177,7.07,48700.0,NaN
692,69.277,7.2,48000.0,NaN
693,69.377,7.05,47700.0,NaN
694,69.477,7.16,45000.0,NaN
695,69.577,7.12,49000.0,NaN
696,69.677,6.71,44300.0,NaN
697,69.777,7.06,49500.0,NaN
698,69.877,7.16,46400.0,NaN
699,69.977,7.18,49000.0,NaN
700,70.077,6.95,45500.0,NaN
701,70.177,6.89,45500.0,NaN
702,70.277,7.05,43800.0,NaN
703,70.377,6.99,46400.0,NaN
704,70.477,6.94,49200.0,NaN
705,70.577,7.12,44600.0,NaN
706,70.677,7.0,46600.0,NaN
707,70.777,7.2,48000.0,NaN
708,70.877,6.91,48200.0,NaN
709,70.977,6.88,43400.0,NaN
710,71.077,7.08,43100.0,NaN
711,71.177,7.06,47500.0,NaN
712,71.277,6.95,46500.0,NaN
713,71.377,6.95,47500.0,NaN
714,71.477,6.91,45800.0,NaN
715,71.577,7.12,45900.0,NaN
716,71.677,7.08,47200.0,NaN
717,71.777,7.02,49700.0,NaN
718,71.877,6.85,45900.0,NaN
719,71.977,7.06,47900.0,NaN
720,72.077,7.03,45600.0,NaN
721,72.177,7.01,46900.0,NaN
722,72.277,7.08,45200.0,NaN
723,72.377,7.04,44600.0,NaN
724,72.477,7.0,44400.0,NaN
725,72.577,7.02,49100.0,NaN
726,72.677,7.21,51600.0,NaN
727,72.777,7.11,45400.0,NaN
728,72.877,7.01,44600.0,NaN
729,72.977,7.11,46200.0,NaN
730,73.077,7.02,45100.0,NaN
731,73.177,7.18,50200.0,NaN
732,73.277,6.93,47200.0,NaN
733,73.377,7.29,48000.0,NaN
