Event,Macropulse,Width,Timestamp,Material Thickness
4791,479.172,7.33,47800.0,NaN
4792,479.272,7.31,47500.0,NaN
4793,479.372,7.18,46100.0,NaN
4794,479.472,7.12,46300.0,NaN
4795,479.572,7.11,44700.0,NaN
4796,479.672,7.24,44700.0,NaN
4797,479.772,7.07,44300.0,NaN
4798,479.872,6.95,44400.0,NaN
4799,479.972,7.24,47600.0,NaN
4800,480.072,7.14,45700.0,NaN
4801,480.172,7.22,47900.0,NaN
4802,480.272,7.25,45400.0,NaN
4803,480.372,7.16,47300.0,NaN
4804,480.472,7.36,47600.0,NaN
4805,480.572,7.22,47700.0,NaN
4806,480.672,6.86,43900.0,NaN
4807,480.772,7.43,50900.0,NaN
4808,480.872,7.19,48000.0,NaN
4809,480.972,7.13,49200.0,NaN
4810,481.072,7.07,46800.0,NaN
4811,481.172,7.08,45700.0,NaN
4812,481.272,7.54,51000.0,NaN
4813,481.372,7.05,46200.0,NaN
4814,481.472,7.06,43200.0,NaN
4815,481.572,7.1,45600.0,NaN
4816,481.672,7.3,47100.0,NaN
4817,481.772,7.3,45800.0,NaN
4818,481.871,7.45,50100.0,NaN
4819,481.971,7.31,46300.0,NaN
4820,482.071,7.17,48000.0,NaN
4821,482.171,7.55,45500.0,NaN
4822,482.271,7.13,45800.0,NaN
4823,482.371,6.93,41500.0,NaN
4824,482.471,7.12,47300.0,NaN
4825,482.571,7.07,43900.0,NaN
4826,482.671,7.13,46700.0,NaN
4827,482.771,7.18,46700.0,NaN
4828,482.871,7.13,47400.0,NaN
4829,482.971,7.34,47300.0,NaN
4830,483.071,6.98,47700.0,NaN
4831,483.171,7.25,47500.0,NaN
4832,483.215,7.23,48500.0,NaN
4833,483.371,7.13,47300.0,NaN
4834,483.471,6.97,43500.0,NaN
4835,483.571,7.05,45500.0,NaN
4836,483.609,7.31,49800.0,NaN
4837,483.771,7.17,44500.0,NaN
4838,483.871,7.17,44000.0,NaN
4839,483.971,7.27,45700.0,NaN
4840,484.071,7.39,47900.0,NaN
4841,484.171,7.14,44600.0,NaN
4842,484.271,7.27,47500.0,NaN
4843,484.371,7.11,45400.0,NaN
4844,484.471,7.21,46500.0,NaN
4845,484.571,7.5,52200.0,NaN
4846,484.671,7.32,50400.0,NaN
4847,484.771,7.27,46900.0,NaN
4848,484.871,7.26,48400.0,NaN
4849,484.971,7.21,46800.0,NaN
4850,485.071,7.24,44400.0,NaN
4851,485.171,7.18,48500.0,NaN
4852,485.271,7.28,47000.0,NaN
4853,485.371,7.31,47000.0,NaN
4854,485.471,7.0,41300.0,NaN
4855,485.571,7.23,48300.0,NaN
4856,485.671,7.08,43300.0,NaN
4857,485.771,7.12,47800.0,NaN
4858,485.871,7.37,45400.0,NaN
4859,485.971,7.13,46200.0,NaN
4860,486.071,7.08,46700.0,NaN
4861,486.171,7.18,46200.0,NaN
4862,486.271,7.2,48100.0,NaN
4863,486.371,7.27,45600.0,NaN
4864,486.471,7.2,45400.0,NaN
4865,486.571,7.15,46000.0,NaN
4866,486.671,7.26,48200.0,NaN
4867,486.771,7.15,48900.0,NaN
4868,486.871,7.24,46300.0,NaN
4869,486.971,7.22,42300.0,NaN
4870,487.071,7.26,48000.0,NaN
4871,487.171,7.23,47200.0,NaN
4872,487.271,7.31,48200.0,NaN
4873,487.371,7.41,46500.0,NaN
4874,487.471,7.03,44300.0,NaN
4875,487.571,7.3,46900.0,NaN
4876,487.671,7.29,46700.0,NaN
4877,487.771,7.25,50200.0,NaN
4878,487.871,7.07,45700.0,NaN
4879,487.971,7.11,48500.0,NaN
4880,488.071,7.15,45500.0,NaN
4881,488.171,7.31,47000.0,NaN
4882,488.271,7.28,47700.0,NaN
4883,488.371,7.15,46800.0,NaN
4884,488.471,7.09,48500.0,NaN
4885,488.571,7.15,46600.0,NaN
4886,488.671,7.46,46200.0,NaN
4887,488.771,7.28,46900.0,NaN
4888,488.871,7.19,48100.0,NaN
4889,488.971,7.07,41300.0,NaN
4890,489.071,7.32,50300.0,NaN
4891,489.171,7.24,48000.0,NaN
4892,489.271,7.23,49000.0,NaN
4893,489.371,7.04,42900.0,NaN
4894,489.471,7.26,46000.0,NaN
4895,489.571,7.2,45300.0,NaN
4896,489.671,7.23,47700.0,NaN
4897,489.771,7.25,50300.0,NaN
4898,489.871,7.22,47500.0,NaN
4899,489.971,7.31,45100.0,NaN
4900,490.071,7.05,46900.0,NaN
4901,490.171,7.13,45200.0,NaN
4902,490.271,7.09,48600.0,NaN
4903,490.371,7.46,44300.0,NaN
4904,490.471,7.36,46700.0,NaN
4905,490.486,7.25,49600.0,NaN
4906,490.671,6.98,48400.0,NaN
4907,490.771,7.25,46300.0,NaN
4908,490.872,7.06,46200.0,NaN
4909,490.972,7.12,42900.0,NaN
4910,491.072,7.34,44300.0,NaN
4911,491.172,6.87,44300.0,NaN
4912,491.272,7.07,50600.0,NaN
4913,491.372,7.37,48700.0,NaN
4914,491.472,7.07,47200.0,NaN
4915,491.572,7.13,45100.0,NaN
4916,491.672,7.21,47900.0,NaN
4917,491.772,7.15,46000.0,NaN
4918,491.872,7.19,43100.0,NaN
4919,491.901,7.25,47600.0,NaN
4920,492.072,7.15,44000.0,NaN
4921,492.172,7.24,47300.0,NaN
4922,492.272,7.17,44900.0,NaN
4923,492.372,7.14,47200.0,NaN
4924,492.472,7.02,44900.0,NaN
4925,492.572,7.36,50700.0,NaN
4926,492.672,7.32,44800.0,NaN
4927,492.772,7.18,43600.0,NaN
4928,492.872,7.27,42000.0,NaN
4929,492.972,7.08,44000.0,NaN
4930,493.072,7.16,44900.0,NaN
4931,493.172,7.51,46300.0,NaN
4932,493.272,6.97,43600.0,NaN
4933,493.372,7.07,46100.0,NaN
4934,493.472,7.17,44800.0,NaN
4935,493.572,7.09,44600.0,NaN
4936,493.672,7.27,45200.0,NaN
4937,493.772,7.24,46200.0,NaN
4938,493.872,7.16,46700.0,NaN
4939,493.972,7.32,47800.0,NaN
4940,494.071,7.13,46800.0,NaN
4941,494.171,7.13,41800.0,NaN
4942,494.271,7.25,46300.0,NaN
4943,494.371,7.09,48800.0,NaN
4944,494.471,7.24,49500.0,NaN
4945,494.571,7.19,46900.0,NaN
4946,494.671,7.22,47700.0,NaN
4947,494.771,7.41,43600.0,NaN
4948,494.871,7.22,44200.0,NaN
4949,494.971,7.27,46000.0,NaN
4950,495.071,7.22,43600.0,NaN
4951,495.171,7.33,48900.0,NaN
4952,495.271,7.23,48200.0,NaN
4953,495.371,6.78,44400.0,NaN
4954,495.471,7.2,46000.0,NaN
4955,495.571,7.14,44900.0,NaN
4956,495.671,7.07,46600.0,NaN
4957,495.771,7.21,45300.0,NaN
4958,495.871,7.3,46500.0,NaN
4959,495.971,7.4,45800.0,NaN
4960,496.071,6.99,45200.0,NaN
4961,496.171,7.1,42500.0,NaN
4962,496.271,7.34,45400.0,NaN
4963,496.371,7.15,47100.0,NaN
4964,496.471,7.0,45200.0,NaN
4965,496.571,7.13,43300.0,NaN
4966,496.671,7.39,49400.0,NaN
4967,496.771,7.27,47500.0,NaN
4968,496.871,7.12,45900.0,NaN
4969,496.971,7.26,46700.0,NaN
4970,497.071,7.24,46000.0,NaN
4971,497.171,7.22,46700.0,NaN
4972,497.271,7.17,43800.0,NaN
4973,497.371,7.32,44900.0,NaN
4974,497.471,7.07,46200.0,NaN
4975,497.571,7.29,47800.0,NaN
4976,497.671,7.14,44400.0,NaN
4977,497.771,7.07,45000.0,NaN
4978,497.871,7.0,43500.0,NaN
4979,497.971,7.2,42700.0,NaN
4980,498.071,7.38,46000.0,NaN
4981,498.171,6.85,45300.0,NaN
4982,498.271,7.16,41700.0,NaN
4983,498.371,7.34,47300.0,NaN
4984,498.471,7.2,45700.0,NaN
4985,498.571,7.2,46600.0,NaN
4986,498.671,7.31,46000.0,NaN
4987,498.771,7.29,49100.0,NaN
4988,498.871,7.24,47600.0,NaN
4989,498.971,7.16,46500.0,NaN
4990,499.071,7.37,44200.0,NaN
4991,499.171,7.26,46600.0,NaN
4992,499.271,7.26,45800.0,NaN
4993,499.371,7.35,46500.0,NaN
4994,499.471,7.32,47400.0,NaN
4995,499.571,7.41,49400.0,NaN
4996,499.671,7.3,47200.0,NaN
4997,499.771,7.28,45900.0,NaN
4998,499.871,7.27,42800.0,NaN
4999,499.971,7.18,46100.0,NaN
5000,500.071,7.17,43900.0,NaN
5001,500.171,7.25,44800.0,NaN
5002,500.271,7.12,47200.0,NaN
5003,500.371,7.2,46100.0,NaN
5004,500.471,7.24,45400.0,NaN
5005,500.571,7.17,44000.0,NaN
5006,500.671,7.24,46800.0,NaN
5007,500.771,7.28,48500.0,NaN
5008,500.871,7.13,46600.0,NaN
5009,500.971,7.3,46300.0,NaN
5010,501.071,7.08,45500.0,NaN
5011,501.171,7.39,45400.0,NaN
5012,501.271,7.33,49700.0,NaN
5013,501.371,7.28,43800.0,NaN
5014,501.471,7.16,47800.0,NaN
5015,501.571,7.11,48100.0,NaN
5016,501.671,7.23,49100.0,NaN
5017,501.771,7.33,48200.0,NaN
5018,501.871,7.26,49000.0,NaN
5019,501.971,7.08,49200.0,NaN
5020,502.071,7.21,49700.0,NaN
5021,502.171,7.23,47600.0,NaN
5022,502.271,7.13,43900.0,NaN
5023,502.371,7.22,48800.0,NaN
5024,502.471,7.39,51700.0,NaN
5025,502.571,7.25,47000.0,NaN
5026,502.671,7.06,44500.0,NaN
5027,502.771,7.4,50700.0,NaN
5028,502.871,7.19,47000.0,NaN
5029,502.971,7.03,44400.0,NaN
5030,503.071,7.26,49700.0,NaN
5031,503.171,7.28,48800.0,NaN
5032,503.271,7.24,47700.0,NaN
5033,503.371,7.01,41400.0,NaN
5034,503.471,7.27,46800.0,NaN
5035,503.571,7.39,46000.0,NaN
5036,503.671,7.18,46400.0,NaN
5037,503.771,7.19,46700.0,NaN
5038,503.871,7.17,45000.0,NaN
5039,503.971,7.11,45300.0,NaN
5040,504.071,7.14,46600.0,NaN
5041,504.171,7.25,47800.0,NaN
5042,504.271,7.47,52500.0,NaN
5043,504.371,7.35,50500.0,NaN
5044,504.471,7.18,46800.0,NaN
5045,504.571,7.15,46100.0,NaN
5046,504.671,7.27,47900.0,NaN
5047,504.771,7.3,47300.0,NaN
5048,504.871,7.05,42700.0,NaN
5049,504.971,7.2,48000.0,NaN
5050,505.071,7.37,48300.0,NaN
5051,505.171,7.18,45100.0,NaN
5052,505.271,7.22,46400.0,NaN
5053,505.371,6.97,45000.0,NaN
5054,505.471,7.22,47400.0,NaN
5055,505.572,7.23,47000.0,NaN
5056,505.672,7.27,46300.0,NaN
5057,505.772,7.45,49500.0,NaN
5058,505.872,7.25,48700.0,NaN
5059,505.972,7.2,49300.0,NaN
5060,506.072,7.09,44200.0,NaN
5061,506.172,7.24,45000.0,NaN
5062,506.271,7.07,48100.0,NaN
5063,506.371,7.27,48200.0,NaN
5064,506.471,7.13,43700.0,NaN
5065,506.571,7.11,46200.0,NaN
5066,506.671,7.21,46400.0,NaN
5067,506.771,7.4,50300.0,NaN
5068,506.803,7.24,47100.0,NaN
5069,506.971,7.35,47300.0,NaN
5070,507.071,7.27,47400.0,NaN
5071,507.171,7.16,49300.0,NaN
5072,507.271,7.21,49600.0,NaN
5073,507.371,7.25,45400.0,NaN
5074,507.471,7.19,50600.0,NaN
5075,507.571,7.25,52100.0,NaN
5076,507.671,7.14,48600.0,NaN
5077,507.771,7.04,42300.0,NaN
5078,507.871,7.16,47400.0,NaN
5079,507.971,7.1,47600.0,NaN
5080,508.071,7.47,50000.0,NaN
5081,508.171,7.16,43600.0,NaN
5082,508.271,7.05,45700.0,NaN
5083,508.371,7.27,44100.0,NaN
5084,508.471,7.08,46400.0,NaN
5085,508.571,7.4,47100.0,NaN
5086,508.671,7.18,46900.0,NaN
5087,508.771,7.07,45800.0,NaN
5088,508.871,7.22,43100.0,NaN
5089,508.971,7.15,47400.0,NaN
5090,509.071,7.11,48800.0,NaN
5091,509.171,7.37,50200.0,NaN
5092,509.271,7.0,47500.0,NaN
5093,509.371,7.04,43800.0,NaN
5094,509.471,7.34,48400.0,NaN
5095,509.571,7.12,48100.0,NaN
5096,509.671,7.14,47700.0,NaN
5097,509.771,7.15,42500.0,NaN
5098,509.871,7.34,47700.0,NaN
5099,509.971,7.14,47200.0,NaN
5100,510.071,7.16,47600.0,NaN
5101,510.171,7.34,47800.0,NaN
5102,510.271,7.11,47000.0,NaN
5103,510.371,7.22,46700.0,NaN
5104,510.471,7.27,47400.0,NaN
5105,510.571,7.07,47000.0,NaN
5106,510.671,7.02,45400.0,NaN
5107,510.771,7.22,48000.0,NaN
5108,510.871,7.36,49700.0,NaN
5109,510.971,7.28,47500.0,NaN
5110,511.071,7.13,46000.0,NaN
5111,511.171,7.33,50200.0,NaN
5112,511.271,7.13,49300.0,NaN
5113,511.371,7.07,41400.0,NaN
5114,511.471,7.12,50000.0,NaN
5115,511.571,7.27,45800.0,NaN
5116,511.671,7.05,44400.0,NaN
5117,511.771,7.19,49000.0,NaN
5118,511.871,7.09,47600.0,NaN
5119,511.971,7.32,47400.0,NaN
5120,512.071,7.25,48400.0,NaN
5121,512.171,7.22,43800.0,NaN
5122,512.271,7.17,44900.0,NaN
5123,512.371,7.13,47000.0,NaN
5124,512.471,7.31,49000.0,NaN
5125,512.571,7.21,45200.0,NaN
5126,512.671,7.32,46600.0,NaN
5127,512.771,7.16,44800.0,NaN
5128,512.871,7.04,44300.0,NaN
5129,512.971,7.19,45800.0,NaN
5130,513.071,7.1,45200.0,NaN
5131,513.171,7.17,47800.0,NaN
5132,513.271,7.29,46500.0,NaN
5133,513.371,7.11,50400.0,NaN
5134,513.471,7.23,49800.0,NaN
5135,513.571,7.3,51400.0,NaN
5136,513.671,7.06,44000.0,NaN
5137,513.771,7.46,51800.0,NaN
5138,513.871,7.35,50300.0,NaN
5139,513.971,7.39,47100.0,NaN
5140,514.071,7.27,45400.0,NaN
5141,514.171,7.15,46500.0,NaN
5142,514.271,7.49,48100.0,NaN
5143,514.371,7.47,50500.0,NaN
5144,514.471,7.03,48100.0,NaN
5145,514.571,7.33,47600.0,NaN
5146,514.671,6.98,46800.0,NaN
5147,514.694,7.2,46500.0,NaN
5148,514.871,7.54,53500.0,NaN
5149,514.971,7.22,50000.0,NaN
5150,515.071,7.34,48100.0,NaN
5151,515.171,7.1,47100.0,NaN
5152,515.271,7.24,48200.0,NaN
5153,515.371,7.27,44500.0,NaN
5154,515.471,7.11,44300.0,NaN
5155,515.571,7.43,46500.0,NaN
5156,515.671,7.09,48200.0,NaN
5157,515.771,7.23,49700.0,NaN
5158,515.871,7.14,47200.0,NaN
5159,515.971,7.25,49600.0,NaN
5160,516.071,6.89,47300.0,NaN
5161,516.171,7.0,45800.0,NaN
5162,516.271,7.13,47800.0,NaN
5163,516.371,7.45,48400.0,NaN
5164,516.471,7.11,47600.0,NaN
5165,516.571,7.38,49400.0,NaN
5166,516.671,7.16,51100.0,NaN
5167,516.771,7.1,45700.0,NaN
5168,516.871,7.15,45500.0,NaN
5169,516.971,7.45,49400.0,NaN
5170,517.071,7.25,46700.0,NaN
5171,517.138,7.27,45500.0,NaN
5172,517.271,7.14,48300.0,NaN
5173,517.371,7.23,49600.0,NaN
5174,517.471,7.42,48600.0,NaN
5175,517.571,7.2,47900.0,NaN
5176,517.671,7.26,48200.0,NaN
5177,517.771,7.19,47400.0,NaN
5178,517.871,7.31,49300.0,NaN
5179,517.971,7.36,53900.0,NaN
5180,518.071,7.06,44500.0,NaN
5181,518.171,7.2,50100.0,NaN
5182,518.271,7.2,46700.0,NaN
5183,518.371,7.19,47300.0,NaN
5184,518.47,7.25,50500.0,NaN
5185,518.57,7.19,48100.0,NaN
5186,518.67,7.34,52600.0,NaN
5187,518.77,7.08,46300.0,NaN
5188,518.87,7.23,47900.0,NaN
5189,518.97,7.24,48900.0,NaN
5190,519.07,7.31,48500.0,NaN
5191,519.17,7.23,48900.0,NaN
5192,519.27,7.27,46300.0,NaN
5193,519.37,7.02,45500.0,NaN
5194,519.47,7.34,48100.0,NaN
5195,519.57,7.35,47900.0,NaN
5196,519.67,7.21,47700.0,NaN
5197,519.77,7.2,49700.0,NaN
5198,519.87,7.24,47700.0,NaN
5199,519.97,7.2,47300.0,NaN
5200,520.07,7.29,51100.0,NaN
5201,520.17,7.23,49600.0,NaN
5202,520.271,7.4,46100.0,NaN
5203,520.371,7.09,45800.0,NaN
5204,520.471,7.38,48900.0,NaN
5205,520.571,7.46,50000.0,NaN
5206,520.671,7.3,47400.0,NaN
5207,520.771,7.27,49300.0,NaN
5208,520.871,7.09,47100.0,NaN
5209,520.971,7.24,46400.0,NaN
5210,521.071,7.01,44800.0,NaN
5211,521.171,7.34,47500.0,NaN
5212,521.271,7.12,48300.0,NaN
5213,521.371,7.22,46600.0,NaN
5214,521.471,7.1,48800.0,NaN
5215,521.571,7.09,48100.0,NaN
5216,521.671,7.24,48300.0,NaN
5217,521.771,7.2,43900.0,NaN
5218,521.871,7.31,48500.0,NaN
5219,521.971,7.16,49500.0,NaN
5220,522.071,7.28,47100.0,NaN
5221,522.171,7.17,45300.0,NaN
5222,522.271,7.42,48900.0,NaN
5223,522.371,7.08,47900.0,NaN
5224,522.471,7.09,42600.0,NaN
5225,522.571,7.32,49900.0,NaN
5226,522.671,7.13,47700.0,NaN
5227,522.771,7.16,49300.0,NaN
5228,522.871,7.31,47100.0,NaN
5229,522.971,7.25,52800.0,NaN
5230,523.071,7.24,47800.0,NaN
5231,523.171,7.38,49800.0,NaN
5232,523.271,7.13,47600.0,NaN
5233,523.371,7.39,53000.0,NaN
5234,523.471,7.25,52300.0,NaN
5235,523.571,7.25,49600.0,NaN
5236,523.671,7.01,47000.0,NaN
5237,523.771,7.08,45300.0,NaN
5238,523.871,7.26,48000.0,NaN
5239,523.971,7.03,46200.0,NaN
5240,524.071,7.08,45100.0,NaN
5241,524.171,7.38,48600.0,NaN
5242,524.271,7.0,45000.0,NaN
5243,524.371,7.35,44300.0,NaN
5244,524.471,7.27,48800.0,NaN
5245,524.571,7.14,46400.0,NaN
5246,524.671,7.1,45800.0,NaN
5247,524.771,6.99,42000.0,NaN
5248,524.871,7.37,49000.0,NaN
5249,524.971,7.17,46000.0,NaN
5250,525.071,7.4,48600.0,NaN
5251,525.171,7.05,45600.0,NaN
5252,525.271,7.19,46800.0,NaN
5253,525.371,7.3,47900.0,NaN
5254,525.471,7.15,49400.0,NaN
5255,525.571,7.16,45900.0,NaN
5256,525.671,7.27,48500.0,NaN
5257,525.771,7.29,51700.0,NaN
5258,525.871,7.23,48300.0,NaN
5259,525.971,7.26,47600.0,NaN
5260,526.071,7.28,46500.0,NaN
5261,526.171,7.54,48500.0,NaN
5262,526.271,7.04,47800.0,NaN
5263,526.371,7.23,48800.0,NaN
5264,526.471,7.29,49000.0,NaN
5265,526.571,7.16,48200.0,NaN
5266,526.671,7.21,48200.0,NaN
5267,526.771,7.5,49100.0,NaN
5268,526.871,7.16,48200.0,NaN
5269,526.971,7.31,50600.0,NaN
5270,527.071,7.45,50100.0,NaN
5271,527.171,7.18,50200.0,NaN
5272,527.271,6.97,47700.0,NaN
5273,527.371,7.06,46400.0,NaN
5274,527.471,6.96,50000.0,NaN
5275,527.571,7.23,46300.0,NaN
5276,527.671,7.14,47800.0,NaN
5277,527.771,7.3,50300.0,NaN
5278,527.871,7.18,48000.0,NaN
5279,527.971,7.33,47400.0,NaN
5280,528.071,7.18,45400.0,NaN
5281,528.171,7.36,47000.0,NaN
5282,528.271,7.23,47600.0,NaN
5283,528.371,7.21,48400.0,NaN
5284,528.471,7.26,46600.0,NaN
5285,528.571,7.17,49800.0,NaN
5286,528.671,7.23,48400.0,NaN
5287,528.771,7.17,49200.0,NaN
5288,528.871,7.33,47700.0,NaN
5289,528.971,7.2,48800.0,NaN
5290,529.071,7.14,49800.0,NaN
5291,529.171,7.29,46400.0,NaN
5292,529.271,7.39,50700.0,NaN
5293,529.371,7.12,48200.0,NaN
5294,529.471,7.08,48600.0,NaN
5295,529.571,6.94,45300.0,NaN
5296,529.671,7.33,47100.0,NaN
5297,529.771,7.29,49000.0,NaN
5298,529.871,7.15,48000.0,NaN
5299,529.971,7.34,47200.0,NaN
5300,530.071,7.3,50300.0,NaN
5301,530.171,7.16,49600.0,NaN
5302,530.271,7.34,47800.0,NaN
5303,530.371,7.2,48200.0,NaN
5304,530.471,7.26,48700.0,NaN
5305,530.571,7.39,48800.0,NaN
5306,530.67,7.33,49600.0,NaN
5307,530.77,7.32,51100.0,NaN
5308,530.87,7.14,45700.0,NaN
5309,530.97,7.17,49800.0,NaN
5310,531.07,7.17,47000.0,NaN
5311,531.17,7.33,50800.0,NaN
5312,531.27,7.41,51800.0,NaN
5313,531.37,7.29,51000.0,NaN
5314,531.47,7.42,49700.0,NaN
5315,531.57,7.17,46800.0,NaN
5316,531.67,7.28,50700.0,NaN
5317,531.77,7.36,47600.0,NaN
5318,531.87,7.06,48000.0,NaN
5319,531.97,7.3,49000.0,NaN
5320,532.07,7.26,48200.0,NaN
5321,532.17,7.24,48300.0,NaN
5322,532.27,7.25,47300.0,NaN
5323,532.37,7.24,50600.0,NaN
5324,532.47,7.28,49100.0,NaN
5325,532.57,7.22,47600.0,NaN
5326,532.67,7.54,48300.0,NaN
5327,532.77,7.29,48900.0,NaN
5328,532.87,7.29,48800.0,NaN
5329,532.97,7.51,47700.0,NaN
5330,533.07,7.09,46600.0,NaN
5331,533.17,7.48,49600.0,NaN
5332,533.27,7.08,49000.0,NaN
5333,533.37,7.22,48400.0,NaN
5334,533.47,7.12,47100.0,NaN
5335,533.57,7.11,44200.0,NaN
5336,533.67,7.4,49500.0,NaN
5337,533.77,7.09,46100.0,NaN
5338,533.87,6.95,43100.0,NaN
5339,533.97,7.14,47200.0,NaN
5340,534.07,7.22,45500.0,NaN
5341,534.17,7.2,48100.0,NaN
5342,534.27,7.2,43400.0,NaN
5343,534.37,7.1,46000.0,NaN
5344,534.47,7.12,47700.0,NaN
5345,534.57,7.25,46400.0,NaN
5346,534.67,7.3,50200.0,NaN
5347,534.77,7.28,47500.0,NaN
5348,534.871,7.3,44000.0,NaN
5349,534.943,7.16,47700.0,NaN
5350,535.071,7.25,48200.0,NaN
5351,535.171,7.47,51200.0,NaN
5352,535.271,7.17,47400.0,NaN
5353,535.345,7.23,47500.0,NaN
5354,535.471,7.28,48000.0,NaN
5355,535.571,7.15,46800.0,NaN
5356,535.671,7.39,46800.0,NaN
5357,535.771,7.01,45200.0,NaN
5358,535.871,7.27,49900.0,NaN
5359,535.971,7.09,45800.0,NaN
5360,536.071,7.16,46300.0,NaN
5361,536.171,7.1,46100.0,NaN
5362,536.271,7.17,45100.0,NaN
5363,536.371,7.36,46700.0,NaN
5364,536.471,7.22,49300.0,NaN
5365,536.571,7.09,48700.0,NaN
5366,536.671,7.05,47800.0,NaN
5367,536.771,7.18,47800.0,NaN
5368,536.871,7.01,44200.0,NaN
5369,536.971,7.2,42500.0,NaN
5370,537.071,7.32,47700.0,NaN
5371,537.171,7.25,44600.0,NaN
5372,537.271,7.28,48000.0,NaN
5373,537.371,7.23,46300.0,NaN
5374,537.471,7.17,48500.0,NaN
5375,537.571,7.13,43700.0,NaN
5376,537.671,7.23,48200.0,NaN
5377,537.771,7.09,46500.0,NaN
5378,537.871,7.11,46300.0,NaN
5379,537.971,7.12,46200.0,NaN
5380,538.071,7.02,45600.0,NaN
5381,538.171,7.19,49000.0,NaN
5382,538.271,7.24,49800.0,NaN
5383,538.371,7.21,47500.0,NaN
5384,538.471,7.44,48900.0,NaN
5385,538.571,7.34,44700.0,NaN
5386,538.671,7.32,46800.0,NaN
5387,538.771,7.11,46600.0,NaN
5388,538.871,7.2,46000.0,NaN
5389,538.971,7.21,47200.0,NaN
5390,539.071,7.33,51600.0,NaN
5391,539.171,7.15,46900.0,NaN
5392,539.271,7.4,49900.0,NaN
5393,539.371,7.17,49400.0,NaN
5394,539.471,7.09,47000.0,NaN
5395,539.571,7.34,49600.0,NaN
5396,539.671,7.17,47800.0,NaN
5397,539.771,7.19,46900.0,NaN
5398,539.871,7.43,47400.0,NaN
5399,539.971,7.33,46500.0,NaN
5400,540.071,7.26,49300.0,NaN
5401,540.171,7.21,46800.0,NaN
5402,540.271,7.33,50500.0,NaN
5403,540.371,7.32,47500.0,NaN
5404,540.471,7.15,49200.0,NaN
5405,540.571,7.1,45400.0,NaN
5406,540.671,7.34,50100.0,NaN
5407,540.771,7.3,50200.0,NaN
5408,540.871,7.09,45400.0,NaN
5409,540.971,7.06,46300.0,NaN
5410,541.071,7.19,45300.0,NaN
5411,541.171,7.37,47600.0,NaN
5412,541.271,7.28,43400.0,NaN
5413,541.371,7.06,43900.0,NaN
5414,541.471,7.12,48900.0,NaN
5415,541.571,7.15,47700.0,NaN
5416,541.671,6.98,44500.0,NaN
5417,541.771,7.25,46300.0,NaN
5418,541.871,7.2,47500.0,NaN
5419,541.971,7.05,43300.0,NaN
5420,542.071,7.15,44000.0,NaN
5421,542.171,7.09,44100.0,NaN
5422,542.271,7.22,49500.0,NaN
5423,542.371,7.11,49000.0,NaN
5424,542.471,7.25,49000.0,NaN
5425,542.571,7.15,46200.0,NaN
5426,542.671,7.29,47800.0,NaN
5427,542.771,7.15,46700.0,NaN
5428,542.871,7.11,47400.0,NaN
5429,542.97,7.04,44100.0,NaN
5430,543.07,7.09,45000.0,NaN
5431,543.17,7.11,46900.0,NaN
5432,543.27,7.35,48200.0,NaN
5433,543.37,7.11,46200.0,NaN
5434,543.47,7.11,47700.0,NaN
5435,543.57,7.39,48000.0,NaN
5436,543.67,7.21,48200.0,NaN
5437,543.77,7.19,49600.0,NaN
5438,543.87,7.46,48100.0,NaN
5439,543.97,7.17,47600.0,NaN
5440,544.07,7.52,50200.0,NaN
5441,544.17,7.16,46400.0,NaN
5442,544.27,7.02,46700.0,NaN
5443,544.37,7.06,46300.0,NaN
5444,544.47,6.98,44200.0,NaN
5445,544.57,7.13,43600.0,NaN
5446,544.67,7.28,47800.0,NaN
5447,544.77,7.31,50600.0,NaN
5448,544.87,7.14,48900.0,NaN
5449,544.97,7.39,48700.0,NaN
5450,545.07,7.21,46400.0,NaN
5451,545.17,7.33,48700.0,NaN
5452,545.27,7.19,49200.0,NaN
5453,545.37,7.19,46500.0,NaN
5454,545.47,7.0,47300.0,NaN
5455,545.57,7.06,47300.0,NaN
5456,545.67,7.06,47700.0,NaN
5457,545.77,7.15,47600.0,NaN
5458,545.87,6.91,46900.0,NaN
5459,545.97,7.14,49400.0,NaN
5460,546.07,7.09,45700.0,NaN
5461,546.17,6.99,45600.0,NaN
5462,546.27,7.44,50500.0,NaN
5463,546.37,7.33,49100.0,NaN
5464,546.47,7.33,47700.0,NaN
5465,546.57,7.35,48700.0,NaN
5466,546.67,7.14,49500.0,NaN
5467,546.77,7.21,48100.0,NaN
5468,546.87,7.26,49200.0,NaN
5469,546.97,7.05,46400.0,NaN
5470,547.07,7.0,43000.0,NaN
5471,547.17,7.3,45600.0,NaN
5472,547.27,6.89,46600.0,NaN
5473,547.37,7.06,44200.0,NaN
5474,547.47,7.14,48800.0,NaN
5475,547.57,7.21,50000.0,NaN
5476,547.67,7.07,47500.0,NaN
5477,547.77,7.31,49700.0,NaN
5478,547.87,7.22,49000.0,NaN
5479,547.97,7.24,47000.0,NaN
5480,548.07,7.34,49500.0,NaN
5481,548.17,7.27,47600.0,NaN
5482,548.27,7.01,47500.0,NaN
5483,548.37,7.23,48300.0,NaN
5484,548.47,7.37,48000.0,NaN
5485,548.57,7.29,48000.0,NaN
5486,548.67,7.15,48300.0,NaN
5487,548.77,7.24,49300.0,NaN
5488,548.87,7.22,50300.0,NaN
